sid,attack_phase,technique_name,technique_number,sub_technique_name,sub_technique_number,attack_reason,traffic_direction,cve_number,cve_creation_date,cve_impact_score,cve_exploitability_score,cve_description,impact_score,category,impact_score_reason,tags
2823501,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule detects DNS queries to a known malicious domain associated with Android mobile malware, indicating an attempt to access a trojan that may lead to initial access on the device.",ext to int,,,,,,6,Malware,"The rule detects a DNS lookup associated with a known Trojan banker targeting Android devices, indicating a potential successful compromise.","dns,trojan,mobile,malware,Android**"
2823534,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The rule detects exploitation attempts via the Magnitude Exploit Kit, which aims to compromise client systems through vulnerabilities in software like Adobe Flash, indicating an initial access phase.",ext to int,,,,,,6,Advanced Persistent Threats (APTs),"The rule detects potential exploitation attempts targeting Adobe Flash, which can lead to successful compromises if vulnerabilities are present and unpatched.","exploit,flash,magnitude,kit,Exploit_Kit_Magnitude**"
2823535,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The rule detects traffic indicative of the RIG Exploit Kit, which is designed to exploit vulnerabilities in client applications, facilitating initial access to the target system.",ext to int,,,,,,7,Advanced Persistent Threats (APTs),"The rule detects traffic indicative of the RIG Exploit Kit, which is designed to compromise client systems and install malware. Successful exploitation can lead to significant security incidents.","exploit,landing,client,kit,Exploit_kit_RIG**"
2823553,Initial Access,Execution,TA0002,Malicious File Execution,T1203,"The rule detects DNS queries related to a known Android banking Trojan, indicating potential initial access through malicious payload execution on mobile devices.",ext to int,,,,,,7,Malware,"The rule detects a DNS lookup related to a known Trojan banker, indicating potential successful compromise of mobile devices, warranting a higher impact score.","trojan,dns,mobile,malware,Android**"
2823554,Initial Access,Initial Access,TA0001,Phishing,T1566,"The rule detects DNS lookups associated with a known Trojan-Banker Android malware, indicating an attempt to gain initial access to a victim's device through malicious software, often delivered via phishing or compromised apps.",ext to int,,,,,,7,Malware,"The rule detects a DNS query related to a known Trojan banker malware targeting Android devices, indicating a successful compromise rather than a potential one.","trojan,dns,mobile,malware,Android**"
2823583,Initial Access,Initial Access,TA0001,Exploitation of Public-Facing Application,T1190,"The rule detects a Flash exploit used by the Sednit exploit kit, which is typically employed to gain initial access to a victim's system through vulnerabilities in client applications.",ext to int,,,,,,8,Malware,"The rule detects a successful exploit attempt from an external source targeting internal clients, indicating a high potential for compromise.","exploit,flash,targeted,client"
2823584,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The rule detects an exploit kit targeting vulnerabilities in a web browser, which is commonly used for initial access to compromise client endpoints.",ext to int,,,,,,7,Malware,"The rule detects a successful exploit attempt targeting client endpoints, indicating a significant security impact.","exploit,flash,sednit,targeted"
2823585,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The rule detects an exploit targeting a client endpoint through a web browser plugin, indicating an attempt to gain initial access via a known vulnerability.",ext to int,,,,,,8,Malware,"The rule detects an inbound Flash exploit from the Sednit exploit kit, indicating a successful compromise attempt targeting client endpoints.","exploit,flash,sednit,targeted"
2823606,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The rule indicates detection of an exploit kit that may redirect users to malicious content, which aligns with initial access methods where attackers exploit vulnerabilities in public-facing applications to gain entry.",ext to int,,,,,,6,Advanced Persistent Threats (APTs),"The rule indicates a potential successful exploitation via an exploit kit, which can lead to further malicious activity on the client endpoint.","redirector,exploitkit,malvertising,client,Redirector**"
2823607,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The rule detects activity related to the RIG Exploit Kit, which is designed to compromise client systems through vulnerabilities in web applications, indicating an attempt at initial access.",ext to int,,,,,,6,Advanced Persistent Threats (APTs),"The rule detects potential exploitation activity from an external source targeting client endpoints, indicating a successful compromise could occur if the exploit is executed.","exploitkit,landingpage,client,malware,Exploit_kit_RIG**"
2823608,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The rule detects traffic related to the RIG Exploit Kit, which is designed to compromise client systems through vulnerabilities in public-facing applications, such as web browsers. This aligns with the Initial Access phase as attackers aim to gain entry into the target system.",ext to int,,,,,,6,Advanced Persistent Threats (APTs),"The rule detects potential exploitation attempts via an exploit kit, which could lead to successful compromises if not mitigated. Although a successful compromise isn't guaranteed, the nature of exploit kits poses a higher risk to client endpoints.","exploit,landing,rig,client,Exploit_kit_RIG**"
2823624,Collection,Exfiltration Over Command and Control Channel,T1041,Exfiltration Over Command and Control Channel,T1041,"The rule detects a mobile malware variant that exfiltrates contacts via SMTP, indicating data collection and transmission to an external server.",int to ext,,,,,,7,Malware,"The rule indicates a successful exfiltration of contacts via SMTP by a Trojan, which signifies a confirmed compromise of the mobile device.","trojan,exfiltration,mobile,smtp,Android**"
2823660,Initial Access,Initial Access,TA0001,Malicious Code,T1203,"The rule detects DNS queries related to a known Android banking Trojan, indicating an initial attempt to access a compromised mobile device through malicious code, which is often the first step in a malware attack.",ext to int,,,,,,7,Malware,"The rule detects a DNS lookup for a known Trojan banker, indicating a potential successful compromise of mobile devices, which justifies a higher impact score.","trojan,dns,mobile,banker,Android**"
2823678,Collection,Data Collection,TA0009,Data from Information Repositories,T1213,"The rule indicates that the malware is exfiltrating contacts from the device via SMTP, which aligns with the data collection phase where attackers gather sensitive information.",int to ext,,,,,,8,Data Exfiltration,The rule indicates a successful compromise where malware is exfiltrating sensitive data from a mobile device to an external server.,"mobile,trojan,exfiltration,android,Android**"
2823722,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects communication from a mobile malware variant using SMTP, indicating an established command and control channel for data exfiltration.",ext to int,,,,,,8,Command and Control (C2),"The rule detects a successful check-in of a Trojan malware variant, indicating a compromised device potentially exfiltrating data.","trojan,mobile,c2,exfiltration,Android**"
2823736,Initial Access,Initial Access,TA0001,Malicious Link,T1203,"The rule detects a DNS query for a known malicious domain associated with mobile malware, indicating an attempt to establish initial access to the device through a Trojan-Banker Android malware, which typically starts with a user clicking a malicious link or downloading a compromised app.",ext to int,,,,,,7,Malware,"The rule detects a DNS lookup related to a known Trojan banker, indicating a successful compromise rather than just the potential for one.","trojan,dns,mobile,malware,Android**"
2823737,Initial Access,Initial Access,TA0001,Malware,T1203,"The rule detects a DNS lookup associated with a known mobile banking Trojan, indicating an attempt to access the infected device through malicious software, which aligns with the Initial Access phase.",ext to int,,,,,,7,Malware,"The rule detects a DNS lookup associated with a known Trojan (Trojan-Banker.AndroidOS.Marcher), indicating a successful compromise of mobile devices, which poses a significant security threat.","dns,trojan,mobile,malware,Android**"
